Chaikin AD Last,Bollinger Band Stretch,Chaikin AD Now,CCI,Last Candle,Bollinger Band Middleband,Chaikin AD Osc Last,SMA 200,MFI,Stop,EMA 5,MACD Histogram,Bollinger Band Upperband,Name,SMA 50,Bollinger Band Lowerband,ADX,MACD,DI-,RSI,DI+,% Change,EMA 21,This Candle,MACD Signal,Close,Chaikin AD Osc Now
-11052549.093691014,0.0,-11020018.554306893,-32.974020600596795,Green,0.0005849984999999994,-36524.114057034254,0.001020687250000002,21.35928134614034,0.00050277,0.0005281347778417051,-7.830664765827534e-06,0.0005849984999999994,BTC-LSK,0.0005786551999999996,0.0005849984999999994,20.43298326139925,-2.7651692771700422e-05,22.446152077694425,44.379604529584086,25.093527154470806,0.06676538639518736,0.0005687363881734474,Green,-1.9821028005872888e-05,0.00054025,-19520.08142966591
19084563.238147873,23.116836301393562,19083579.202189203,-93.69783466680174,Red,0.002927870000000009,-6433.901635501534,0.006138746099999981,38.15783703596631,0.00269885,0.002785357635548559,-2.5963548040293914e-06,0.003231222685632091,BTC-NEO,0.0030782843999999907,0.002624517314367927,19.295071767144172,-9.305927958616752e-05,24.42434207623715,43.12149001914112,15.41613534379462,-0.003970379592900364,0.0028984534102313255,Red,-9.046292478213813e-05,0.00276296,-4948.240079261363
797715.1414832035,62.60033229098232,798446.8380202552,1.232015169175088,Red,0.035603771000000006,8811.638286406756,0.06447835605,28.778702831156966,0.03241852,0.03286862438994661,0.0005042071929066043,0.044091223685103015,BTC-ETH,0.04406580400000028,0.027116318314896998,55.5268820339405,-0.0035921495225022596,29.986179880741116,37.882109180942436,16.46634432707497,0.005166847665851293,0.035777564837894064,Green,-0.004096356715408864,0.03374785,8821.204704128788
-8056986.969454878,0.0,-8020316.529215237,-72.17422788905009,Red,0.00022799900000000027,15718.162336691283,0.00048365645000000005,37.88129960466616,0.00020591,0.00021671648671043285,1.577249230848533e-07,0.00022799900000000027,BTC-STRAT,0.00024450079999999955,0.00022799900000000027,18.476061559624522,-9.097210379684659e-06,20.68623083496326,43.15403806148835,19.296681320381005,0.018764514630747797,0.00022650612583804256,Green,-9.254935302769512e-06,0.0002153,30332.539198542945
884266574.7171072,0.0,874878409.4566791,-35.679324894514814,Green,2.172e-06,7815774.120965242,4.8031999999999975e-06,34.75781328708348,2.01e-06,2.077179302386896e-06,2.4849687183529213e-09,2.172e-06,BTC-XVG,2.259000000000004e-06,2.172e-06,14.360858700858813,-6.312023541157892e-08,22.06217593939217,47.08125100379066,22.386079731106282,-0.004739336492891155,2.1368746035411936e-06,Red,-6.560520412993185e-08,2.11e-06,8710613.299762964
-6196524.4057731405,0.0,-6224289.877913652,-50.35265966171678,Green,0.0001262290000000001,-62076.50736638345,0.00025067349999999814,39.54752944829033,0.00010946,0.00011411552494475164,-4.4694378038691947e-07,0.0001262290000000001,BTC-STEEM,0.00014030560000000022,0.0001262290000000001,26.756826046808918,-8.832664413176101e-06,26.518547128053083,38.187774451122095,14.817014353249714,-0.012143656877099285,0.00012446285663040888,Red,-8.385720632789182e-06,0.00011611,-57447.59630285017
-342460.7487618331,35.06155012706007,-342605.0476573824,-62.625857858483606,Red,0.019881638499999937,471.42599727929337,0.028107293799999943,34.19765065958945,0.01791068,0.018359950056309433,-2.7446994756237e-05,0.02284716418677872,BTC-ZEC,0.02209526239999972,0.016916112813221154,27.57793192052547,-0.0011416778278462332,27.33086645647248,36.42217096514715,15.353992921476198,-0.01812153875880551,0.01964458396149472,Red,-0.0011142308330899962,0.01832074,453.50972788693616
-4657438695.924812,0.0,-4670525367.878958,-52.33069481090603,Red,8.970000000000026e-07,24859757.628588676,1.6752999999999994e-06,35.58801120172992,8.2e-07,8.407349517631792e-07,-4.375979392467848e-10,8.970000000000026e-07,BTC-SC,9.335999999999955e-07,8.970000000000026e-07,16.863889925703663,-3.4524146011996077e-08,22.34688202235944,43.08835918188777,18.71298517465392,0.0,8.784404330537431e-07,Red,-3.408654807274929e-08,8.4e-07,22150830.369859695
-262086906.63208562,0.0,-262260206.72918612,60.105680317042335,Green,3.141950000000003e-05,-1888100.5483568013,3.4608849999999976e-05,43.12728367284407,3.07e-05,3.137530230728994e-05,1.5875819848831095e-07,3.141950000000003e-05,BTC-XLM,3.319800000000007e-05,3.141950000000003e-05,10.867750055829088,-5.392254160600408e-07,14.484236990930622,48.82850762954122,18.952127257051497,-0.0028364323983611772,3.169860369183739e-05,Red,-6.979836145483518e-07,3.173e-05,-1487608.5871792138
1640583.2256537233,13.466919371825936,1639657.390997763,11.881708720562065,Green,0.008731654500000005,823.8516719271429,0.014108597000000007,34.87435430706425,0.0085,0.008618241052168529,4.248921464536601e-05,0.00928250559899076,BTC-LTC,0.009139711800000028,0.00818080340100925,18.54342925314864,-0.00017530375153295558,22.829708848304993,48.28644996532338,20.36706601209452,-0.010069821549349434,0.008722915446364722,Red,-0.00021779296617832158,0.00873799,576.4002446355298
307397.48962679267,26.208009461132797,307432.9156783733,-22.58309947094463,Red,6709.391160521,239.13401220581727,7586.317509825446,43.374006913224115,6360.0,6470.732521513425,-13.264459908802905,7486.727857980371,USDT-BTC,6742.4256124491885,5932.054463061629,21.224139414207936,-99.994282972566,22.994083983259053,46.21612994867792,16.65708441561264,-0.0013835511145272594,6581.423762939291,Red,-86.72982306376309,6505.0,242.47597990353825
-9699054.427047985,0.0,-9599998.184320025,-101.88005888904334,Red,0.0002010155000000013,-38371.39136088453,0.00034806369999999955,44.43956343224304,0.00015,0.00017599060089633947,7.792559630612904e-07,0.0002010155000000013,BTC-EMC,0.00026192839999999973,0.0002010155000000013,21.05292942778554,-2.538220134715101e-05,19.36305292050738,35.72190906506601,26.31031961702436,0.0015485869144404862,0.00020456378679704283,Green,-2.61614573102123e-05,0.00015498,-19016.40737612173
-5322252.856720029,0.0,-5322080.965406428,0.31868490184142784,Green,0.00030119849999999965,-21360.77935706824,0.0008285696499999988,55.24374742824095,0.00027154,0.0002867873199477645,2.57033948902282e-06,0.00030119849999999965,BTC-CLOAK,0.0003128633999999989,0.00030119849999999965,19.653699703529988,-1.2117882880548312e-05,16.80106956043857,48.376304458792596,22.59482151995921,0.018205858421481036,0.0002943143367448415,Green,-1.4688222369571132e-05,0.00029496,-17579.819524490274
4339506888.784451,0.0,4303203246.949997,94.99999999999967,Green,5.155000000000002e-07,-4813506.650300026,6.920000000000011e-07,61.0257271380516,5.3e-07,5.540345176394637e-07,3.5058746704476887e-09,5.155000000000002e-07,BTC-RDD,4.5020000000000005e-07,5.155000000000002e-07,38.67329971829853,3.098195144796456e-08,12.42090874931492,63.22479736927294,29.41368649202986,-0.0344827586206895,5.1323045540218e-07,Red,2.747607677751687e-08,5.8e-07,5533173.3457865715
333529328.8666391,0.0,333555390.434076,-32.83494576370511,Green,4.509000000000015e-05,-270081.0956039429,7.196254999999992e-05,43.998856761896704,4.263e-05,4.3147213621502464e-05,1.6485009704977846e-07,4.509000000000015e-05,BTC-XRP,4.940900000000004e-05,4.509000000000015e-05,26.527894975912456,-2.0876964503211356e-06,23.9504120346477,40.855290380191256,12.348893709843429,-0.0009222965183306453,4.511731401858809e-05,Green,-2.252546547370914e-06,4.337e-05,2454.834326148033
